code,name,mainFoodType,detailedFoodType,calorie,protein,fat,carbohydrate,taste,mainIngredient,secondaryIngredient,cookMethod
D015461,체크무늬 조각케이크,빵류,케이크류,335,6,8,30,단맛,알 수 없음,바닐라,굽기
D016992,맛살 프레쉬 샌드위치,빵류,샌드위치류,475,12,18,40,담백한맛,해산물,마요네즈,굽기
D016993,감자&맛살 2 IN 1,빵류,샌드위치류,530,11,11.12285714,31.40571429,담백한맛,채소류,감자,굽기
D017385,딸기 크레이프 케익,빵류,케이크류,234,3,14,26,단맛,알 수 없음,밀가루,굽기
D013536,블루베리 쿠키 치즈 케이크,빵류,케이크류,385,5,8,30,단맛,알 수 없음,버터,굽기
D016996,에그& 감자 사라다 샌드위치,빵류,샌드위치류,330,11,18,40,담백한맛,밀가루,마요네즈,굽기
D013538,청담스타 얼 그레이 밀크 케이크,빵류,케이크류,310,4,8,30,단맛,알 수 없음,설탕,굽기
D016998,함박미니버거샌드위치,빵류,샌드위치류,270,12,18,40,담백한맛,가금류 이외 육류,양상추,굽기
D013539,청담스타 오 허니 케이크,빵류,케이크류,348,5,8,30,단맛,알 수 없음,알 수 없음,굽기
D017000,TLJ치킨클럽샌드위치,빵류,샌드위치류,745,23,18,40,담백한맛,커피,토마토,굽기
D017001,손보다 빅버거,빵류,버거류,700,24,30,43,단맛,가금류 이외 육류,양상추,굽기
D015407,스트로베리 요거트무스 케이크,빵류,케이크류,245,4,8,30,단맛,알 수 없음,젤라틴,굽기
D017003,치즈가득크로크무슈,빵류,샌드위치류,400,18,6.8,19.2,단맛,치즈,빵가루,굽기
D017004,핫 오믈렛 라이스머핀,빵류,샌드위치류,280,16,7.237142857,20.43428571,담백한맛,계란,양파,굽기
D017005,든든한 모닝에그토스트,빵류,기타 빵류,280,12,5.904,16.851,담백한맛,계란,치즈,굽기
D015422,축하3호,빵류,케이크류,420,5,8,30,알 수 없음,알 수 없음,알 수 없음,알 수 없음
D017088,오색만주세트(녹차),빵류,앙금빵류,210,5,2.64,34.32,단맛,차류,설탕,끓이기
D017089,오색만주세트(초코),빵류,앙금빵류,215,5,2.64,34.32,단맛,초콜릿,설탕,무치기
D017090,오색만주세트(애플),빵류,앙금빵류,215,5,2.64,34.32,단맛,과일류,사과,찌기
D017091,오색만주세트(팥),빵류,앙금빵류,210,5,2.64,34.32,단맛,곡물,설탕,끓이기
D017092,오색만주세트(유자),빵류,앙금빵류,215,5,2.64,34.32,단맛,과일류,설탕,찌기
D017117,뚜레쥬르 도라야끼(팥도라야끼),빵류,앙금빵류,199,3,2.4,31.2,단맛,곡물,팥,굽기
D017118,뚜레쥬르 도라야끼(호두도라야끼),빵류,앙금빵류,202,4,2.4,31.2,단맛,견과류,호두,굽기
D017119,뚜레쥬르 도라야끼(밤도라야끼),빵류,앙금빵류,199,3,2.4,31.2,단맛,채소류,타코,굽기
D013906,떠먹는 롤케이크(플레인),빵류,케이크류,185,3,8,30,단맛,밀가루,설탕,굽기
D013907,떠먹는 롤케익(초코),빵류,케이크류,180,4,8,30,단맛,초콜릿,초콜릿,굽기
D015424,"치즈가 두번 반한 딸기, 초코 케이크",빵류,케이크류,280,5,8,30,단맛,알 수 없음,밀가루,굽기
D015436,BT21 세븐컬러스케이크 (7colors),빵류,케이크류,325,5,8,30,단맛,알 수 없음,초콜릿,굽기
D016919,우리쌀케익,빵류,케이크류,265,4,8,30,단맛,쌀,설탕,굽기
D015442,초코반딸기반케이크,빵류,케이크류,350,4,8,30,단맛,알 수 없음,딸기,굽기
D013900,라이언 미니케이크,빵류,케이크류,185,3,8,30,단맛,밀가루,설탕,굽기
D014262,휘낭시에,빵류,케이크류,230,0,9.419954338,22,단맛,유제품,버터,굽기
D015444,마이넘버원2,빵류,케이크류,343,4,8,30,알 수 없음,알 수 없음,알 수 없음,알 수 없음
D016947,녹차카스테라,빵류,케이크류,140,3,8,30,단맛,차류,녹차가루,굽기
D017247,핫도그,빵류,기타 빵류,320,15,16.5,20.35,짠맛,가금류 이외 육류,머스타드,굽기
D016948,허니 카스테라,빵류,케이크류,140,3,8,30,단맛,당류,꿀,굽기
D017364,치즈 스틱케이크,빵류,케이크류,235,2,15,22,단맛,치즈,바닐라추출물,굽기
D017267,카라멜크로넛,빵류,페이스트리류,324,5,9.1,15.05,단맛,밀가루,설탕,굽기
D017365,초코 스틱케이크,빵류,케이크류,201,2,12,20,단맛,초콜릿,설탕,굽기
D017367,캐롯 스틱케이크,빵류,케이크류,127,1,7,14,단맛,채소류,당근,굽기
D015452,딸기요거트케이크,빵류,케이크류,270,3,8,30,단맛,알 수 없음,요거트,굽기
D012360,티라미수 타르트,빵류,케이크류,195,3,8,30,단맛,초콜릿,시럽,굽기
D013944,블루베리 치즈 스틱케익,빵류,케이크류,140,2,8,30,단맛,과일류,블루베리,굽기
D013945,플레인 치즈 스틱케익,빵류,케이크류,140,3,8,30,단맛,치즈,바닐라추출물,굽기
D015465,까망베르 초코브라우니케이크(까초),빵류,케이크류,360,6,8,30,단맛,알 수 없음,초콜릿,굽기
D013503,DT밀당 케이크_촉촉 초코,빵류,케이크류,129,2,8,30,단맛,초콜릿,초콜릿,굽기
D012383,미니 바움쿠헨,빵류,케이크류,130,2,8,30,단맛,밀가루,설탕,굽기
D017160,띠띠뽀띠띠뽀 우유듬뿍 치즈케이크,빵류,케이크류,110,2,8,30,단맛,치즈,알 수 없음,굽기
D012370,레몬마들렌,빵류,케이크류,120,2,8,30,단맛,과일류,설탕,굽기
D015473,사파리 친구들,빵류,케이크류,420,5,8,30,알 수 없음,알 수 없음,알 수 없음,알 수 없음
D017366,레드벨벳 스틱케이크,빵류,케이크류,151,2,10,14,단맛,밀가루,바닐라,굽기
D012381,프랑보아즈 피낭시에,빵류,케이크류,100,2,8,30,단맛,과일류,설탕,굽기
D012382,피낭시에,빵류,케이크류,100,2,8,30,단맛,밀가루,버터,굽기
D015522,미니바움쿠헨,빵류,케이크류,90,1,8,30,단맛,밀가루,바닐라,굽기
D015722,에디가 구워준 뽀롱뽀롱 초코 마들렌,빵류,케이크류,105,2,8,30,단맛,초콜릿,초콜릿,굽기
D015475,콩순이공룡송케이크,빵류,케이크류,420,5,8,30,단맛,알 수 없음,초콜릿,알 수 없음
D015725,루피가 구워준 뽀롱뽀롱 마들렌 치즈,빵류,케이크류,80,1,8,30,단맛,치즈,알 수 없음,굽기
D012384,쉘카라멜,빵류,케이크류,90,2,8,30,단맛,당류,버터,굽기
D012380,마들렌,빵류,케이크류,70,1,8,30,단맛,밀가루,설탕,굽기
D016865,스윗마들렌(레드벨벳마들렌),빵류,케이크류,71,1,8,30,단맛,밀가루,설탕,굽기
D016866,스윗마들렌(초코마들렌),빵류,케이크류,72,1,8,30,단맛,초콜릿,초콜릿,굽기
D017387,초코스콘,빵류,기타 빵류,514,11,26,58,단맛,초콜릿,설탕,굽기
D017388,플레인스콘,빵류,기타 빵류,444,6,21,57,담백한맛,밀가루,버터,굽기
D017389,잉글리쉬머핀,빵류,샌드위치류,283,14,13,29,담백한맛,밀가루,버터,굽기
D017396,건포도 스콘,빵류,기타 빵류,392,5,16,57,단맛,과일류,설탕,굽기
D017397,모카번,빵류,기타 빵류,313,5,11,37,단맛,커피,설탕,굽기
D016937,뚜레쥬르 휭거마드레느,빵류,케이크류,60,1,8,30,단맛,견과류,알 수 없음,굽기
D015476,이집트에 간 트래블러 뽀로로,빵류,케이크류,415,5,8,30,알 수 없음,알 수 없음,멸치,알 수 없음
D015477,타이니소어GO공룡메카드,빵류,케이크류,400,5,8,30,알 수 없음,알 수 없음,알 수 없음,알 수 없음
D017403,오리지널 치즈 핫도그,빵류,기타 빵류,317,7,17,34,담백한맛,치즈,치즈,굽기
D017404,블루베리 베이글,빵류,식빵류,281,10,1.2,64,단맛,과일류,크림치즈,굽기
D017405,어니언 베이글,빵류,식빵류,284,10,1.1,66,담백한맛,채소류,버터,굽기
D017406,치즈 베이글,빵류,식빵류,356,11,5.1,62,담백한맛,치즈,크림치즈,굽기
D017407,플레인 베이글,빵류,식빵류,276,11,1.1,65,담백한맛,밀가루,효모,굽기
D017410,갈릭브레드,빵류,기타 빵류,776,16,4,47,단맛,밀가루,버터,굽기
D017411,허니버터브레드,빵류,기타 빵류,790,16,20,42,단맛,밀가루,버터,굽기
D017412,크로크무슈,빵류,샌드위치류,437,73,17,39,담백한맛,치즈,햄,굽기
D015479,시크릿쥬쥬 별의여신 케이크,빵류,케이크류,370,4,8,30,단맛,알 수 없음,초콜릿,굽기
D017414,불고기 치아바타,빵류,샌드위치류,414,18,13,57,단맛,가금류 이외 육류,양파,굽기
D017417,소시지브리또,빵류,샌드위치류,376,17,17,39,담백한맛,가금류 이외 육류,치즈,굽기
D017418,불고기브리또,빵류,샌드위치류,370,12,18,47,매운맛,가금류 이외 육류,피망,굽기
D017419,불고기베이크,빵류,샌드위치류,574,21,25,67,단맛,가금류 이외 육류,버섯,굽기
D000483,매작과,과자류,한과류,123.86,2.25,3.95,19.83,담백한맛,곡물,마늘,굽기
D000484,산자,과자류,한과류,109.71,0.69,0.93,24.65,단맛,채소류,당근,굽기
D000485,송화다식,과자류,한과류,110.83,2.49,1.34,22.19,담백한맛,버섯류,마늘,끓이기
D000486,약과,과자류,한과류,119.73,1.26,1.43,25.47,단맛,채소류,꿀,굽기
D000487,유과,과자류,한과류,127.09,0.84,3.85,22.27,단맛,밀가루,꿀,굽기
D011159,망고 마카롱,과자류,기타 과자류,40,0.4,3.36,14.595,단맛,과일류,알몬드가루,굽기
D011160,초코 마카롱,과자류,기타 과자류,40,0.4,3.36,14.595,단맛,초콜릿,설탕,굽기
D011161,딸기 마카롱,과자류,기타 과자류,40,0.4,3.36,14.595,단맛,과일류,설탕,굽기
D011162,피스타치오 마카롱,과자류,기타 과자류,40,0.4,3.36,14.595,단맛,견과류,설탕,굽기
D011163,카라멜 마카롱,과자류,기타 과자류,40,0.4,3.36,14.595,단맛,견과류,설탕,굽기
D011382,진한초코쿠키,과자류,쿠키.비스킷류,225,4,7,32.5,단맛,초콜릿,바닐라추출물,굽기
D011383,촉촉크림치즈 쿠키,과자류,쿠키.비스킷류,202,3,7,32.5,단맛,치즈,바닐라추출물,굽기
D011958,마카다미아넛쿠키,과자류,쿠키.비스킷류,185,2,5.32,24.7,단맛,견과류,바닐라추출물,굽기
D011959,록키로드쿠키,과자류,쿠키.비스킷류,180,2,5.32,24.7,단맛,초콜릿,초콜릿,굽기
D011960,초콜렛칩청크쿠키,과자류,쿠키.비스킷류,180,2,5.32,24.7,단맛,밀가루,바닐라추출물,굽기
D011961,오트밀레이즌쿠키,과자류,쿠키.비스킷류,170,2,5.32,24.7,단맛,곡물,레이즌,굽기
D015480,프랑스에 간 트래블러 뽀로로,빵류,케이크류,405,5,8,30,알 수 없음,알 수 없음,버터,굽기
D015482,놀이동산 타요와 행복한 시간,빵류,케이크류,410,5,8,30,알 수 없음,알 수 없음,알 수 없음,알 수 없음
D012075,마다가스카르 바닐라 마카롱,과자류,기타 과자류,100,2,4,17.375,단맛,향신료,설탕,굽기
D012090,초코롱 프랄리네,과자류,기타 과자류,70,2,2.56,11.12,단맛,초콜릿,바닐라,굽기
D012091,초코롱 바닐라,과자류,기타 과자류,70,2,2.56,11.12,단맛,초콜릿,설탕,알 수 없음
D012092,초코롱 피스타치오,과자류,기타 과자류,65,2,2.56,11.12,단맛,견과류,피스타치오,굽기
D012093,초코롱 오렌지,과자류,기타 과자류,65,2,2.56,11.12,단맛,초콜릿,오렌지,알 수 없음
D012094,초코롱 산딸기,과자류,기타 과자류,60,4,2.56,11.12,단맛,과일류,알 수 없음,알 수 없음
D012095,초코롱 바나나,과자류,기타 과자류,65,2,2.56,11.12,단맛,과일류,바나나,굽기
D012098,블루베리 파블랑,과자류,쿠키.비스킷류,270,9,32.48,150.8,단맛,과일류,설탕,굽기
D012099,쇼콜라 쿠키 파블랑,과자류,쿠키.비스킷류,355,11,30.8,143,단맛,초콜릿,설탕,굽기
D012102,산딸기 마카롱,과자류,기타 과자류,75,2,2.72,11.815,단맛,과일류,설탕,굽기
D012103,로즈베리 생크림,과자류,기타 과자류,305,7,4.83754386,17.98122807,단맛,과일류,딸기,굽기
D012104,그린티 마카롱,과자류,기타 과자류,75,2,2.72,11.815,단맛,차류,아몬드가루,굽기
D015483,브라운과 코니의 하트시그널,빵류,케이크류,420,4,8,30,알 수 없음,알 수 없음,알 수 없음,알 수 없음
D012106,블루베리 마카롱,과자류,기타 과자류,70,2,2.72,11.815,단맛,과일류,설탕,굽기
D012136,쇼콜라 쿠키,과자류,쿠키.비스킷류,535,15,14,65,단맛,초콜릿,바닐라,굽기
D012137,크랜베리 쿠키,과자류,쿠키.비스킷류,455,9,12.6,58.5,단맛,과일류,설탕,굽기
D012138,화이트 버터 쿠키,과자류,쿠키.비스킷류,420,7,11.9,55.25,단맛,유제품,설탕,굽기
D012148,다크초콜릿쿠키,과자류,쿠키.비스킷류,190,4,9.38,43.55,단맛,초콜릿,바닐라추출물,굽기
D012149,피넛버터쿠키,과자류,쿠키.비스킷류,175,5,9.38,43.55,단맛,견과류,바닐라추출물,굽기
D016807,채석장에 간 띠띠뽀와 디젤,빵류,케이크류,350,5,8,30,알 수 없음,알 수 없음,알 수 없음,알 수 없음
D016812,블루베리 더블크림 롤케이크,빵류,케이크류,385,6,8,30,단맛,알 수 없음,블루베리,굽기
D016886,티라미수롤,빵류,케이크류,330,6,8,30,단맛,알 수 없음,카카오가루,굽기
D017369,그린파라다이스 케이크,빵류,케이크류,270,5,13,35,단맛,알 수 없음,아몬드,굽기
D012375,초코 마카롱,과자류,기타 과자류,60,1,2.72,11.815,단맛,초콜릿,설탕,굽기
D012376,블루베리 마카롱,과자류,기타 과자류,60,1,2.72,11.815,단맛,과일류,설탕,굽기
D012377,크런치 아몬드 초콜릿 브라운,과자류,초콜릿류,170,3,9.3,18.6,단맛,견과류,아몬드,굽기
D012378,크런치 아몬드 초콜릿 다크,과자류,초콜릿류,180,3,9.3,18.6,단맛,견과류,아몬드,로스팅
D012385,카라멜 & 치즈 팝콘,과자류,스낵류,305,3,8,20,단맛,채소류,설탕,굽기
D012386,카라멜 팝콘,과자류,스낵류,375,2,10,23,단맛,채소류,설탕,굽기
D012278,스윗 마운틴,빵류,케이크류,210,3,8,30,알 수 없음,알 수 없음,초콜릿,알 수 없음
D012388,더블퍼지 쿠키,과자류,쿠키.비스킷류,205,3,6.44,29.9,단맛,초콜릿,바닐라,굽기
D012389,얼그레이 쿠키,과자류,쿠키.비스킷류,170,3,5.88,27.3,단맛,차류,버터,굽기
D012079,러브 시그널,빵류,케이크류,270,7,8,30,알 수 없음,알 수 없음,알 수 없음,알 수 없음
D013607,로고 코인 다크 초콜릿 (골드),과자류,초콜릿류,255,5,15,30,단맛,초콜릿,알 수 없음,로스팅
D013608,로고 코인 밀크 초콜릿 (실버),과자류,초콜릿류,256,4,15,30,단맛,초콜릿,알 수 없음,알 수 없음
D013609,로스티드 아몬드 앤 초콜릿,과자류,초콜릿류,326,4,16.8,33.6,단맛,초콜릿,아몬드,로스팅
D013610,리저브 초콜릿 세트,과자류,초콜릿류,181,2,10.8,21.6,단맛,초콜릿,커피,알 수 없음
D013611,블루베리 초콜릿,과자류,초콜릿류,300,3,17.1,34.2,단맛,초콜릿,설탕,굽기
D013612,에스프레소 빈 초콜릿,과자류,초콜릿류,263,3,15,30,단맛,초콜릿,설탕,로스팅
D013613,제주 오름 초콜릿 세트,과자류,초콜릿류,570,7,32.4,64.8,단맛,초콜릿,코코아,알 수 없음
D013615,다크 초콜릿 카우보이 쿠키,과자류,쿠키.비스킷류,465,5,11.9,55.25,단맛,초콜릿,바닐라,굽기
D013617,버터 가득 라이스 쿠키,과자류,쿠키.비스킷류,422,4,11.2,52,단맛,유제품,바닐라,굽기
D013618,버터 라이스 쿠키 틴백,과자류,쿠키.비스킷류,211,2,5.6,26,단맛,유제품,설탕,굽기
D013619,블루베리 잼 쿠키,과자류,쿠키.비스킷류,333,4,10.64,49.4,단맛,과일류,설탕,굽기
D013620,스마일 쿠키 라즈베리,과자류,쿠키.비스킷류,661,7,19.6,91,단맛,과일류,라즈베리,굽기
D013621,스마일 쿠키 초콜릿,과자류,초콜릿류,736,8,42,84,단맛,초콜릿,설탕,굽기
D013623,오트밀 레이즌 쿠키,과자류,쿠키.비스킷류,380,3,11.9,55.25,단맛,곡물,레이즌,굽기
D013627,화이트 초콜릿 카우보이 쿠키,과자류,쿠키.비스킷류,450,5,11.9,55.25,단맛,초콜릿,바닐라,굽기
D013628,다크 초콜릿 마카롱,과자류,기타 과자류,165,3,5.6,24.325,단맛,초콜릿,설탕,굽기
D013629,바닐라 마카롱,과자류,기타 과자류,155,3,5.6,24.325,단맛,향신료,바닐라빈,굽기
D013630,블루베리 마카롱,과자류,기타 과자류,160,2,5.6,24.325,단맛,과일류,설탕,굽기
D013631,스트로베리 마카롱,과자류,기타 과자류,140,0,5.6,24.325,단맛,과일류,설탕,굽기
D013896,아포가토 스트로베리 쿠키,과자류,쿠키.비스킷류,407,6,7,16,단맛,과일류,딸기,굽기
D013913,크리미초코 감자쿠키,과자류,쿠키.비스킷류,360,5,10.08,46.8,단맛,채소류,바닐라추출물,굽기
D013914,크리미치즈 그레인쿠키,과자류,쿠키.비스킷류,557,9,14,65,단맛,치즈,바닐라추출물,굽기
D013919,브라우니 쿠키,과자류,쿠키.비스킷류,178,2,5.18,24.05,단맛,초콜릿,바닐라추출물,굽기
D015454,블루베리요거트 조각케이크,빵류,케이크류,270,6,8,30,단맛,알 수 없음,블루베리,굽기
D017375,블루베리 요거트 케이크,빵류,케이크류,235,2,11,133,단맛,알 수 없음,블루베리,굽기
D013951,초코렛 청크 쿠키,과자류,쿠키.비스킷류,185,2,5.32,24.7,단맛,초콜릿,바닐라,굽기
D013952,마카다미아 쿠키,과자류,쿠키.비스킷류,190,2,5.32,24.7,단맛,견과류,설탕,굽기
D014252,얼그레이 초코 마카롱,과자류,기타 과자류,193,3,9.7,23,단맛,초콜릿,바닐라추출물,굽기
D014253,바닐라 빈 마카롱,과자류,기타 과자류,195,2.8,11,20,단맛,향신료,설탕,굽기
D014254,솔티카라멜 마카롱,과자류,기타 과자류,165,2.2,9.7,24,단맛,견과류,바닐라추출물,굽기
D015728,우유가 좋은 뽀로로케익,빵류,케이크류,330,5,8,30,단맛,알 수 없음,우유,굽기
D014256,솔티카라멜 다쿠아즈,과자류,기타 과자류,204,3.6,12.8,18.7,단맛,견과류,설탕,굽기
D016795,바닐라 초코 하트,빵류,케이크류,255,4,8,30,단맛,알 수 없음,초콜릿,굽기
D014258,황금 보리 초코 건빵,과자류,기타 과자류,280,5,12,38,단맛,곡물,초콜릿,굽기
D014263,베어베터 쿠키,과자류,쿠키.비스킷류,272,0,7.7,35.75,단맛,유제품,바닐라,굽기
D014264,라이스 리얼 초코칩 쿠키,과자류,쿠키.비스킷류,240,0,7,32.5,단맛,초콜릿,초코칩,굽기
D014265,현미 체다치즈롤,과자류,스낵류,50,0,9,6,단맛,곡물,체다치즈,굽기
D015066,쿠키&치즈,과자류,쿠키.비스킷류,247,4,19.74,91.65,단맛,치즈,설탕,굽기
D016891,케이크속에순우유,빵류,케이크류,250,4,8,30,단맛,알 수 없음,설탕,굽기
D013501,DT밀당 케이크_듀오,빵류,케이크류,232,3,8,30,단맛,알 수 없음,초콜릿,굽기
D015515,벨지엄 쿠키세트,과자류,쿠키.비스킷류,289,3,7.7,35.75,단맛,밀가루,설탕,알 수 없음
D015574,고메 마카롱 (토마토바질),과자류,기타 과자류,110,2,4.96,21.545,단맛,향신료,바질,굽기
D015579,고메 마카롱 (꿀자몽),과자류,기타 과자류,110,2,4.96,21.545,단맛,밀가루,꿀,굽기
D015514,흑당 라떼 카스테라,빵류,케이크류,250,5,8,30,단맛,알 수 없음,밀가루,굽기
D015583,고메 마카롱 (망고패션코코),과자류,기타 과자류,120,2,4.96,21.545,단맛,과일류,알 수 없음,굽기
D015604,딸기 마카롱,과자류,기타 과자류,60,1,2.72,11.815,단맛,과일류,아몬드가루,굽기
D015606,초코 마카롱,과자류,기타 과자류,70,1,2.72,11.815,단맛,초콜릿,아몬드가루,굽기
D015609,바닐라 마카롱,과자류,기타 과자류,70,2,2.72,11.815,단맛,향신료,설탕,굽기
D015612,블루베리 마카롱,과자류,기타 과자류,60,1,2.72,11.815,단맛,과일류,설탕,굽기
D015614,유자 마카롱,과자류,기타 과자류,60,1,2.72,11.815,단맛,과일류,설탕,굽기
D015615,그랑데마카롱 산딸기,과자류,기타 과자류,140,2,5.76,25.02,단맛,과일류,설탕,굽기
D015618,그랑데마카롱 바닐라카라멜,과자류,기타 과자류,160,2,5.76,25.02,단맛,밀가루,바닐라,굽기
D015619,잉글리쉬 토피 쿠키,과자류,쿠키.비스킷류,130,2,4.2,19.5,단맛,유제품,버터,굽기
D015621,그랑데마카롱 패션후르츠,과자류,기타 과자류,140,2,5.76,25.02,단맛,밀가루,당근,굽기
D015623,쿠키앤크림 마카롱,과자류,쿠키.비스킷류,60,1,2.24,10.4,단맛,견과류,바닐라추출물,굽기
D016870,오! 해피 한라봉&오렌지 케이크,빵류,케이크류,185,3,8,30,단맛,알 수 없음,설탕,굽기
D016901,티라미슈B,빵류,케이크류,215,3,8,30,단맛,알 수 없음,초코칩,굽기
D016902,딸기티라미슈A,빵류,케이크류,205,3,8,30,단맛,알 수 없음,딸기,굽기
D015636,핑크퐁 엄마상어 쿠키,과자류,쿠키.비스킷류,60,1,1.82,8.45,단맛,밀가루,알 수 없음,알 수 없음
D015643,초코청크 쿠키,과자류,쿠키.비스킷류,130,1,3.64,16.9,단맛,초콜릿,바닐라추출물,굽기
D015645,로투스 안나쿠키 (카푸치노),과자류,쿠키.비스킷류,478,5.3,14,65,단맛,커피,알 수 없음,로스팅
D015647,로투스 안나쿠키(오렌지),과자류,쿠키.비스킷류,473,5.3,14,65,단맛,과일류,오렌지,알 수 없음
D016905,생크림케이크4호E,빵류,케이크류,190,3,8,30,단맛,알 수 없음,알 수 없음,알 수 없음
D015727,핑크퐁 롤리초코,과자류,초콜릿류,116,1,6,12,단맛,초콜릿,알 수 없음,알 수 없음
D016013,더블 초코칩 쿠키,과자류,쿠키.비스킷류,210,5,6.3,29.25,단맛,초콜릿,바닐라추출물,굽기
D016014,초코칩 쿠키,과자류,쿠키.비스킷류,200,5,6.3,29.25,단맛,초콜릿,바닐라추출물,굽기
D016015,오트밀 레이즌,과자류,쿠키.비스킷류,200,4,6.3,29.25,단맛,곡물,레이즌,끓이기
D016017,화이트 초코 마카다미아,과자류,쿠키.비스킷류,220,5,6.3,29.25,단맛,견과류,바닐라,굽기
D016721,더블초코칩쿠키,과자류,쿠키.비스킷류,160,0.7,5.04,23.4,단맛,초콜릿,바닐라추출물,굽기
D016722,청키초코칩쿠키,과자류,쿠키.비스킷류,155,0.7,5.04,23.4,단맛,초콜릿,바닐라추출물,굽기
D016723,피넛버터쿠키,과자류,쿠키.비스킷류,175,0.7,5.04,23.4,단맛,견과류,설탕,굽기
D016904,생크림케이크 6호B,빵류,케이크류,195,3,8,30,단맛,알 수 없음,밀가루,굽기
D016848,더블초코마카롱,과자류,기타 과자류,110,1,4,17.375,단맛,초콜릿,설탕,굽기
D016849,솔티드카라멜마카롱,과자류,기타 과자류,105,1,4,17.375,단맛,당류,설탕,굽기
D016856,몽블랑 마카롱,과자류,기타 과자류,85,1,3.68,15.985,단맛,견과류,아몬드,굽기
D016857,티라미수 마카롱,과자류,기타 과자류,100,1,4,17.375,단맛,밀가루,설탕,굽기
D016914,생크림케이크6호A,빵류,케이크류,195,3,8,30,단맛,알 수 없음,밀가루,알 수 없음
D016938,바닐라마카롱,과자류,기타 과자류,85,1,2.72,11.815,단맛,향신료,설탕,굽기
D016939,패션마카롱,과자류,기타 과자류,70,1,2.72,11.815,단맛,견과류,아몬드가루,굽기
D016940,산딸기마카롱,과자류,기타 과자류,75,1,2.72,11.815,단맛,밀가루,설탕,굽기
D016941,블루베리마카롱,과자류,기타 과자류,70,1,2.72,11.815,단맛,과일류,설탕,굽기
D016942,녹차마카롱,과자류,기타 과자류,90,1,2.72,11.815,단맛,차류,아몬드가루,굽기
D016943,초코마카롱,과자류,기타 과자류,85,1,2.72,11.815,단맛,초콜릿,설탕,굽기
D017077,양갱세트(뚜레쥬르팥맛영양갱),과자류,한과류,130,2,0,32,단맛,곡물,당근,무치기
D017078,양갱세트(뚜레쥬르고구마맛영양갱),과자류,한과류,125,1,0,32,단맛,채소류,당뇨환자용감미료,무치기
D017079,양갱세트(뚜레쥬르밤맛영양갱),과자류,한과류,125,1,0,32,단맛,채소류,당뇨환자형단백질,끓이기
D017081,디럭스쿠키(화이트버터쿠키),과자류,쿠키.비스킷류,330,3,9.52,44.2,단맛,유제품,바닐라추출물,굽기
D017082,디럭스쿠키(커피디아망쿠키),과자류,쿠키.비스킷류,405,8,11.2,52,단맛,커피,바닐라추출물,굽기
D017083,디럭스쿠키(가나슈쿠키),과자류,쿠키.비스킷류,390,6,9.8,45.5,단맛,초콜릿,버터,굽기
D017084,디럭스쿠키(로터스쿠키),과자류,쿠키.비스킷류,390,4,10.92,50.7,단맛,밀가루,설탕,알 수 없음
D017085,디럭스쿠키(초콜릿칩쿠키),과자류,쿠키.비스킷류,315,3,8.4,39,단맛,초콜릿,바닐라추출물,굽기
D017086,디럭스쿠키(크랜베리쿠키),과자류,쿠키.비스킷류,360,4,10.08,46.8,단맛,과일류,크랜베리,굽기
D017096,가나슈쿠키,과자류,쿠키.비스킷류,776,12,19.6,91,단맛,초콜릿,버터,굽기
D017097,랑그드샤쿠키세트,과자류,쿠키.비스킷류,547,7,14,65,단맛,밀가루,설탕,굽기
D017099,우리밀전병세트(우리밀로만든검은깨전병),과자류,한과류,115,2,0.28,3.7,담백한맛,밀가루,깨,굽기
D017100,우리밀전병세트(우리밀로만든땅콩전병),과자류,한과류,119,2,0.28,3.7,담백한맛,밀가루,알 수 없음,굽기
D017101,우리밀전병세트(우리밀로만든김맛전병),과자류,한과류,113,2,0.28,3.7,담백한맛,밀가루,감자,굽기
D017102,쿠키컬렉션,과자류,쿠키.비스킷류,491,7,14,65,단맛,밀가루,바닐라,굽기
D012084,떠먹는 스트로베리 초콜릿 생크림,빵류,케이크류,205,5,8,30,단맛,알 수 없음,크림,굽기
D015420,스페셜2호,빵류,케이크류,300,3,8,30,알 수 없음,알 수 없음,알 수 없음,알 수 없음
D017154,타블렛 쇼콜라,과자류,초콜릿류,197,2,23.1,46.2,단맛,초콜릿,우유,굽기
D017155,애니멀 쇼콜라,과자류,초콜릿류,78,1.8,15,30,단맛,초콜릿,초콜릿,굽기
D017165,띠띠뽀 초코스틱,과자류,초콜릿류,159,2,8.4,16.8,단맛,초콜릿,알 수 없음,굽기
D017166,지니 초코스틱,과자류,초콜릿류,151,2,8.1,16.2,단맛,초콜릿,알 수 없음,알 수 없음
D017167,디젤 초코스틱,과자류,초콜릿류,163,2,8.7,17.4,단맛,초콜릿,초콜릿,굽기
D017249,더블초코칩 쿠키,과자류,쿠키.비스킷류,138,2,5.32,24.7,단맛,초콜릿,바닐라추출물,굽기
D015429,벨기에밀크쇼콜라 7호,빵류,케이크류,260,5,8,30,단맛,알 수 없음,코코아,굽기
D015447,블루밍러브케이크,빵류,케이크류,200,3,8,30,단맛,알 수 없음,설탕,굽기
D017390,수제 크런치초코쿠키,과자류,쿠키.비스킷류,104,1,5,13,단맛,초콜릿,바닐라추출물,굽기
D017391,수제 모카초코칩쿠키,과자류,쿠키.비스킷류,81,1,4,9,단맛,초콜릿,바닐라추출물,굽기
D017392,수제 치즈쿠키,과자류,쿠키.비스킷류,100,2,4,13,단맛,치즈,바닐라추출물,굽기
